household_id,camp_name,family_size,head_gender,head_age_group,food_insecurity_score,shelter_damage_score,chronic_disease_present,vulnerability_index
HH_01695,Camp Alpha,1,Male,26-35,0.4,0.17,0,0.22
HH_01696,Camp Gamma,5,Other,36-50,0.23,0.32,0,0.24
HH_01697,Camp Beta,8,Female,36-50,0.57,0.8,0,0.55
HH_01698,Camp Gamma,7,Male,65+,0.42,0.48,0,0.38
HH_01699,Camp Beta,9,Male,36-50,0.73,0.77,0,0.61
HH_01700,Camp Beta,1,Male,51-65,0.23,0.86,0,0.36
HH_01701,Camp Gamma,6,Male,18-25,0.1,0.39,0,0.22
HH_01702,Camp Alpha,1,Female,26-35,0.54,0.09,0,0.25
HH_01703,Camp Gamma,6,Female,36-50,0.25,0.37,0,0.27
HH_01704,Camp Gamma,1,Female,26-35,0.73,0.25,0,0.38
HH_01705,Camp Alpha,8,Male,51-65,0.53,0.13,0,0.33
HH_01706,Camp Alpha,7,Female,51-65,0.77,0.29,0,0.47
HH_01707,Camp Beta,5,Female,18-25,0.76,0.69,0,0.56
HH_01708,Camp Beta,6,Male,26-35,0.31,0.7,0,0.39
HH_01709,Camp Beta,2,Other,18-25,0.21,0.68,0,0.31
HH_01710,Camp Alpha,3,Male,18-25,0.69,0.33,0,0.41
HH_01711,Camp Alpha,1,Male,26-35,0.93,0.05,1,0.6
HH_01712,Camp Alpha,7,Female,36-50,0.38,0.37,0,0.33
HH_01713,Camp Alpha,5,Male,18-25,0.73,0.25,0,0.42
HH_01714,Camp Beta,8,Female,26-35,0.54,0.9,0,0.57
HH_01715,Camp Alpha,5,Female,51-65,0.59,0.14,0,0.33
HH_01716,Camp Alpha,8,Male,26-35,0.95,0.27,0,0.54
HH_01717,Camp Alpha,3,Female,36-50,0.51,0.39,0,0.35
HH_01718,Camp Gamma,9,Male,26-35,0.21,0.6,0,0.35
HH_01719,Camp Gamma,4,Male,36-50,0.12,0.92,0,0.36
HH_01720,Camp Beta,7,Male,26-35,0.35,0.68,0,0.41
HH_01721,Camp Gamma,3,Female,18-25,0.54,0.55,1,0.61
HH_01722,Camp Gamma,4,Male,18-25,0.75,0.87,0,0.6
HH_01723,Camp Gamma,2,Male,36-50,0.45,0.72,0,0.42
HH_01724,Camp Alpha,5,Male,18-25,0.65,0.33,0,0.41
HH_01725,Camp Alpha,9,Female,36-50,0.95,0.37,0,0.58
HH_01726,Camp Beta,2,Male,26-35,0.45,0.62,1,0.59
HH_01727,Camp Beta,4,Male,26-35,0.15,0.96,1,0.59
HH_01728,Camp Alpha,4,Female,51-65,0.87,0.36,0,0.5
HH_01729,Camp Beta,3,Female,26-35,0.24,0.65,0,0.32
HH_01730,Camp Beta,3,Female,26-35,0.38,0.62,0,0.37
HH_01731,Camp Gamma,9,Male,51-65,0.15,0.17,0,0.2
HH_01732,Camp Beta,4,Male,18-25,0.27,0.86,1,0.61
HH_01733,Camp Alpha,7,Female,26-35,0.85,0.58,1,0.78
HH_01734,Camp Alpha,5,Female,36-50,0.44,0.09,0,0.25
HH_01735,Camp Gamma,9,Male,51-65,0.34,0.41,0,0.35
HH_01736,Camp Beta,7,Female,36-50,0.65,0.66,0,0.53
HH_01737,Camp Beta,4,Female,26-35,0.28,0.7,0,0.36
HH_01738,Camp Beta,4,Female,36-50,0.1,0.76,0,0.31
HH_01739,Camp Alpha,1,Female,26-35,0.83,0.23,0,0.41
HH_01740,Camp Gamma,4,Female,18-25,0.58,0.56,0,0.44
HH_01741,Camp Beta,6,Female,26-35,0.16,0.63,1,0.51
HH_01742,Camp Beta,5,Other,26-35,0.56,0.81,0,0.52
HH_01743,Camp Alpha,6,Male,51-65,0.45,0.33,1,0.54
HH_01744,Camp Gamma,3,Male,26-35,0.11,0.24,0,0.15
HH_01745,Camp Beta,4,Female,26-35,0.89,0.66,0,0.59
HH_01746,Camp Alpha,10,Female,36-50,0.65,0.17,0,0.41
HH_01747,Camp Alpha,2,Female,36-50,0.89,0.08,0,0.4
HH_01748,Camp Alpha,5,Other,36-50,0.79,0.29,0,0.45
HH_01749,Camp Alpha,7,Male,26-35,0.9,0.44,1,0.76
HH_01750,Camp Gamma,5,Female,51-65,0.41,0.78,0,0.45
HH_01751,Camp Alpha,6,Female,26-35,0.91,0.12,0,0.46
HH_01752,Camp Beta,5,Male,18-25,0.54,0.8,0,0.51
HH_01753,Camp Alpha,1,Male,26-35,0.51,0.22,0,0.28
HH_01754,Camp Beta,10,Male,65+,0.45,0.86,0,0.54
HH_01755,Camp Gamma,4,Male,18-25,0.4,0.33,1,0.5
HH_01756,Camp Beta,4,Female,26-35,0.45,0.61,0,0.4
HH_01757,Camp Beta,5,Female,26-35,0.41,0.81,0,0.46
HH_01758,Camp Gamma,6,Female,36-50,0.42,0.41,0,0.35
HH_01759,Camp Beta,5,Female,26-35,0.24,0.73,0,0.36
HH_01760,Camp Gamma,6,Female,36-50,0.2,0.61,0,0.32
HH_01761,Camp Gamma,5,Female,26-35,0.08,0.65,1,0.48
HH_01762,Camp Alpha,4,Male,26-35,0.72,0.34,0,0.43
HH_01763,Camp Gamma,3,Female,36-50,0.66,0.79,1,0.73
HH_01764,Camp Beta,7,Female,36-50,0.63,0.9,0,0.59
HH_01765,Camp Alpha,8,Male,36-50,0.62,0.13,0,0.37
HH_01766,Camp Gamma,6,Male,65+,0.41,0.45,1,0.56
HH_01767,Camp Gamma,5,Male,36-50,0.66,0.81,1,0.76
HH_01768,Camp Alpha,3,Female,36-50,0.56,0.1,0,0.28
HH_01769,Camp Beta,1,Male,26-35,0.52,0.82,0,0.46
HH_01770,Camp Gamma,7,Male,36-50,0.19,0.4,0,0.27
HH_01771,Camp Alpha,8,Male,51-65,0.85,0.17,0,0.47
HH_01772,Camp Gamma,10,Female,26-35,0.38,0.48,0,0.4
HH_01773,Camp Alpha,8,Male,36-50,0.84,0.39,0,0.53
HH_01774,Camp Beta,7,Female,18-25,0.55,0.75,0,0.52
HH_01775,Camp Alpha,1,Male,18-25,0.67,0.29,0,0.36
HH_01776,Camp Alpha,9,Other,51-65,0.86,0.75,0,0.66
HH_01777,Camp Gamma,1,Male,18-25,0.35,0.3,0,0.24
HH_01778,Camp Beta,2,Female,36-50,0.38,0.61,0,0.36
HH_01779,Camp Beta,7,Female,26-35,0.25,0.63,0,0.36
HH_01780,Camp Gamma,7,Female,18-25,0.37,0.48,0,0.36
HH_01781,Camp Beta,3,Male,36-50,0.32,0.61,0,0.34
HH_01782,Camp Alpha,2,Female,26-35,0.68,0.36,0,0.4
HH_01783,Camp Beta,8,Male,36-50,0.15,0.59,1,0.52
HH_01784,Camp Gamma,8,Male,51-65,0.29,0.73,0,0.41
HH_01785,Camp Gamma,4,Female,26-35,0.41,0.49,1,0.55
HH_01786,Camp Gamma,10,Female,51-65,0.24,0.31,0,0.29
HH_01787,Camp Alpha,7,Female,36-50,0.76,0.49,0,0.52
HH_01788,Camp Alpha,5,Male,26-35,0.78,0.4,1,0.68
HH_01789,Camp Gamma,6,Female,51-65,0.37,0.5,1,0.56
HH_01790,Camp Alpha,1,Female,51-65,0.63,0.19,0,0.32
HH_01791,Camp Gamma,7,Female,51-65,0.52,0.23,1,0.55
HH_01792,Camp Alpha,1,Female,36-50,0.76,0.54,0,0.48
HH_01793,Camp Gamma,9,Male,26-35,0.46,0.67,0,0.48
HH_01794,Camp Beta,6,Male,26-35,0.45,0.62,1,0.63
HH_01795,Camp Alpha,1,Female,26-35,0.43,0.34,1,0.48
HH_01796,Camp Alpha,3,Female,18-25,0.53,0.43,0,0.37
HH_01797,Camp Alpha,3,Male,18-25,0.64,0.02,0,0.29
HH_01798,Camp Beta,10,Other,18-25,0.68,0.82,0,0.62
HH_01799,Camp Alpha,2,Male,26-35,0.93,0.28,0,0.48
HH_01800,Camp Beta,10,Male,26-35,0.55,0.98,0,0.61
HH_01801,Camp Beta,8,Male,18-25,0.46,0.75,0,0.49
HH_01802,Camp Beta,4,Male,65+,0.43,0.55,1,0.58
HH_01803,Camp Beta,3,Male,36-50,0.68,0.42,0,0.43
HH_01804,Camp Beta,9,Male,26-35,0.52,0.68,0,0.5
HH_01805,Camp Gamma,9,Male,51-65,0.14,0.51,0,0.3
HH_01806,Camp Beta,7,Female,26-35,0.47,0.85,0,0.51
HH_01807,Camp Gamma,8,Female,18-25,0.39,0.43,0,0.37
HH_01808,Camp Beta,2,Other,18-25,0.53,0.65,0,0.43
HH_01809,Camp Alpha,5,Male,26-35,0.48,0.34,0,0.34
HH_01810,Camp Alpha,10,Other,26-35,0.56,0.39,1,0.64
HH_01811,Camp Beta,9,Male,26-35,0.57,0.38,0,0.43
HH_01812,Camp Alpha,9,Other,26-35,0.89,0.25,0,0.52
HH_01813,Camp Beta,6,Female,26-35,0.18,0.55,0,0.3
HH_01814,Camp Beta,3,Female,18-25,0.18,0.89,0,0.37
HH_01815,Camp Beta,7,Female,36-50,0.57,0.81,0,0.54
HH_01816,Camp Gamma,4,Male,51-65,0.3,0.41,0,0.28
HH_01817,Camp Beta,7,Female,36-50,0.35,0.7,0,0.42
HH_01818,Camp Alpha,10,Female,26-35,0.64,0.18,0,0.41
HH_01819,Camp Alpha,7,Male,36-50,0.44,0.37,0,0.36
HH_01820,Camp Beta,6,Male,18-25,0.08,0.69,0,0.3
HH_01821,Camp Alpha,6,Male,51-65,0.98,0.67,0,0.65
HH_01822,Camp Alpha,5,Male,26-35,0.92,0.22,0,0.48
HH_01823,Camp Beta,4,Male,51-65,0.51,0.91,0,0.52
HH_01824,Camp Gamma,8,Female,26-35,0.32,0.61,0,0.39
HH_01825,Camp Gamma,1,Male,36-50,0.52,0.45,0,0.35
HH_01826,Camp Gamma,5,Male,18-25,0.34,0.66,0,0.38
HH_01827,Camp Beta,7,Male,65+,0.5,0.62,1,0.66
HH_01828,Camp Beta,2,Male,36-50,0.45,0.92,0,0.48
HH_01829,Camp Gamma,1,Male,26-35,0.08,0.56,0,0.21
HH_01830,Camp Beta,6,Male,26-35,0.4,0.69,0,0.43
HH_01831,Camp Beta,4,Female,26-35,0.45,0.76,0,0.45
HH_01832,Camp Alpha,9,Female,26-35,0.34,0.64,0,0.42
HH_01833,Camp Beta,3,Female,26-35,0.32,0.57,0,0.33
HH_01834,Camp Alpha,5,Female,18-25,0.95,0.31,0,0.52
HH_01835,Camp Alpha,7,Male,36-50,0.42,0.55,0,0.4
HH_01836,Camp Beta,7,Male,18-25,0.73,0.91,0,0.63
HH_01837,Camp Gamma,8,Male,36-50,0.39,0.73,0,0.46
HH_01838,Camp Beta,4,Female,36-50,0.58,0.75,0,0.5
HH_01839,Camp Alpha,4,Female,26-35,0.79,0.3,0,0.45
HH_01840,Camp Gamma,7,Female,36-50,0.24,0.56,1,0.53
HH_01841,Camp Gamma,4,Female,26-35,0.16,0.5,1,0.45
HH_01842,Camp Beta,8,Female,65+,0.47,0.68,1,0.67
HH_01843,Camp Alpha,1,Female,36-50,0.64,0.46,0,0.4
HH_01844,Camp Beta,5,Male,36-50,0.39,0.89,0,0.47
HH_01845,Camp Beta,10,Female,36-50,0.84,0.89,0,0.7
HH_01846,Camp Alpha,2,Male,36-50,0.83,0.19,0,0.41
HH_01847,Camp Alpha,10,Female,51-65,0.84,0.08,0,0.46
HH_01848,Camp Gamma,1,Female,51-65,0.34,0.4,0,0.27
HH_01849,Camp Alpha,8,Female,51-65,0.57,0.1,0,0.34
HH_01850,Camp Gamma,10,Male,36-50,0.03,0.48,0,0.26
HH_01851,Camp Alpha,1,Female,36-50,0.9,0.32,0,0.47
HH_01852,Camp Beta,4,Female,26-35,0.33,0.77,0,0.4
HH_01853,Camp Alpha,5,Female,65+,0.66,0.24,0,0.39
HH_01854,Camp Alpha,1,Female,26-35,0.53,0.21,0,0.29
HH_01855,Camp Beta,2,Male,26-35,0.61,0.71,0,0.48
HH_01856,Camp Beta,7,Female,26-35,0.35,0.58,0,0.38
HH_01857,Camp Beta,7,Male,18-25,0.15,0.85,0,0.39
HH_01858,Camp Beta,3,Female,36-50,0.38,0.21,1,0.45
HH_01859,Camp Beta,7,Male,36-50,0.23,0.59,0,0.34
HH_01860,Camp Beta,8,Female,26-35,0.14,0.73,0,0.36
HH_01861,Camp Beta,2,Male,18-25,0.59,0.65,1,0.65
HH_01862,Camp Alpha,4,Male,36-50,0.42,0.12,0,0.24
HH_01863,Camp Beta,10,Other,26-35,0.34,0.61,0,0.42
HH_01864,Camp Gamma,5,Female,36-50,0.57,0.59,0,0.45
HH_01865,Camp Beta,4,Female,65+,0.48,0.75,0,0.46
HH_01866,Camp Beta,4,Other,26-35,0.38,0.82,1,0.64
HH_01867,Camp Gamma,10,Other,26-35,0.27,0.21,0,0.27
HH_01868,Camp Gamma,8,Female,51-65,0.31,0.38,0,0.32
HH_01869,Camp Alpha,8,Male,36-50,0.82,0.3,0,0.5
HH_01870,Camp Alpha,3,Male,18-25,0.66,0.21,0,0.36
HH_01871,Camp Alpha,5,Female,18-25,0.86,0.44,0,0.53
HH_01872,Camp Beta,1,Female,51-65,0.17,0.73,1,0.5
HH_01873,Camp Alpha,9,Female,36-50,0.58,0.32,0,0.42
HH_01874,Camp Beta,9,Female,36-50,0.68,0.78,0,0.6
HH_01875,Camp Beta,2,Male,18-25,0.64,0.79,1,0.71
HH_01876,Camp Alpha,6,Female,51-65,0.67,0.33,0,0.43
HH_01877,Camp Beta,6,Male,26-35,0.4,0.67,0,0.42
HH_01878,Camp Beta,3,Female,18-25,0.17,0.83,0,0.35
HH_01879,Camp Gamma,8,Female,51-65,0.34,0.61,0,0.4
HH_01880,Camp Beta,2,Female,26-35,0.33,0.73,0,0.37
HH_01881,Camp Alpha,5,Male,36-50,0.76,0.34,0,0.46
HH_01882,Camp Alpha,5,Male,26-35,0.86,0.05,0,0.41
HH_01883,Camp Gamma,5,Male,36-50,0.16,0.19,1,0.37
HH_01884,Camp Beta,2,Female,65+,0.25,0.92,1,0.6
HH_01885,Camp Beta,10,Female,36-50,0.56,0.52,0,0.48
HH_01886,Camp Gamma,7,Male,26-35,0.35,0.5,0,0.36
HH_01887,Camp Alpha,7,Female,18-25,0.72,0.1,0,0.39
HH_01888,Camp Alpha,6,Female,36-50,0.7,0.36,1,0.65
HH_01889,Camp Beta,8,Other,51-65,0.28,0.63,0,0.38
HH_01890,Camp Gamma,10,Male,36-50,0.53,0.27,1,0.59
HH_01891,Camp Alpha,4,Female,26-35,0.91,0.36,0,0.51
HH_01892,Camp Beta,1,Male,36-50,0.43,0.82,1,0.63
HH_01893,Camp Alpha,8,Male,26-35,0.67,0.08,0,0.37
HH_01894,Camp Beta,5,Female,36-50,0.36,0.52,0,0.35
HH_01895,Camp Gamma,6,Male,26-35,0.64,0.72,1,0.73
HH_01896,Camp Gamma,8,Male,26-35,0.53,0.66,0,0.49
HH_01897,Camp Beta,2,Male,18-25,0.44,0.92,0,0.47
HH_01898,Camp Alpha,8,Female,18-25,0.58,0.19,0,0.37
HH_01899,Camp Alpha,5,Female,26-35,0.31,0.1,0,0.2
HH_01900,Camp Gamma,10,Female,26-35,0.16,0.5,0,0.31
HH_01901,Camp Gamma,1,Other,36-50,0.48,0.87,0,0.46
HH_01902,Camp Alpha,1,Male,65+,0.48,0.23,0,0.27
HH_01903,Camp Alpha,9,Female,36-50,0.73,0.53,0,0.54
HH_01904,Camp Gamma,9,Female,26-35,0.2,0.37,1,0.48
HH_01905,Camp Gamma,6,Male,51-65,0.16,0.59,1,0.5
HH_01906,Camp Alpha,9,Female,36-50,0.86,0.09,0,0.46
HH_01907,Camp Gamma,8,Female,26-35,0.51,0.37,1,0.59
HH_01908,Camp Alpha,3,Female,18-25,0.92,0.44,0,0.53
HH_01909,Camp Gamma,1,Male,36-50,0.26,0.49,1,0.46
HH_01910,Camp Alpha,1,Female,36-50,0.79,0.21,0,0.39
HH_01911,Camp Beta,6,Other,26-35,0.38,0.67,1,0.61
HH_01912,Camp Beta,7,Female,26-35,0.36,0.92,0,0.49
HH_01913,Camp Alpha,5,Female,36-50,0.75,0.23,0,0.42
HH_01914,Camp Alpha,4,Male,26-35,0.74,0.44,1,0.67
HH_01915,Camp Beta,10,Female,36-50,0.66,0.76,0,0.59
HH_01916,Camp Gamma,7,Female,18-25,0.22,0.57,0,0.33
HH_01917,Camp Alpha,5,Male,36-50,0.76,0.44,0,0.49
HH_01918,Camp Gamma,10,Female,26-35,0.6,0.67,1,0.74
HH_01919,Camp Beta,2,Female,26-35,0.07,0.98,0,0.34
HH_01920,Camp Gamma,4,Female,36-50,0.71,0.03,0,0.33
HH_01921,Camp Beta,2,Female,51-65,0.29,0.89,0,0.4
HH_01922,Camp Gamma,5,Male,26-35,0.14,0.35,0,0.21
HH_01923,Camp Alpha,10,Male,26-35,0.4,0.17,1,0.51
HH_01924,Camp Beta,1,Female,26-35,0.57,0.86,0,0.5
HH_01925,Camp Gamma,6,Female,36-50,0.53,0.21,0,0.34
HH_01926,Camp Beta,9,Female,36-50,0.56,0.93,0,0.59
HH_01927,Camp Beta,8,Female,18-25,0.27,0.65,0,0.38
HH_01928,Camp Alpha,8,Female,18-25,0.81,0.58,0,0.58
HH_01929,Camp Beta,5,Female,51-65,0.55,0.58,0,0.44
HH_01930,Camp Beta,6,Female,26-35,0.58,0.74,0,0.51
HH_01931,Camp Beta,4,Male,36-50,0.69,0.92,0,0.59
HH_01932,Camp Alpha,4,Male,51-65,0.85,0.51,0,0.53
HH_01933,Camp Gamma,8,Male,26-35,0.21,0.65,0,0.36
HH_01934,Camp Alpha,7,Female,26-35,0.86,0.27,0,0.5
HH_01935,Camp Beta,10,Male,26-35,0.68,0.78,0,0.61
HH_01936,Camp Alpha,10,Male,26-35,0.42,0.14,0,0.31
HH_01937,Camp Gamma,3,Female,18-25,0.74,0.22,1,0.59
HH_01938,Camp Beta,10,Male,18-25,0.03,0.87,0,0.37
HH_01939,Camp Gamma,1,Male,36-50,0.64,0.29,0,0.35
HH_01940,Camp Beta,4,Male,26-35,0.31,0.55,1,0.53
HH_01941,Camp Alpha,2,Female,65+,0.61,0.2,0,0.32
HH_01942,Camp Gamma,4,Female,36-50,0.47,0.54,0,0.39
HH_01943,Camp Beta,3,Male,36-50,0.68,0.55,0,0.47
HH_01944,Camp Gamma,10,Female,51-65,0.26,0.32,0,0.3
HH_01945,Camp Beta,9,Female,65+,0.25,0.82,0,0.44
HH_01946,Camp Alpha,7,Male,26-35,0.65,0.34,0,0.43
HH_01947,Camp Beta,4,Female,18-25,0.31,0.67,0,0.36
HH_01948,Camp Alpha,10,Female,36-50,0.75,0.25,0,0.48
HH_01949,Camp Beta,10,Female,26-35,0.62,0.91,0,0.62
HH_01950,Camp Beta,1,Female,36-50,0.28,0.59,1,0.5
HH_01951,Camp Alpha,9,Female,26-35,0.63,0.16,0,0.39
HH_01952,Camp Alpha,8,Male,36-50,0.64,0.28,1,0.62
HH_01953,Camp Gamma,8,Male,36-50,0.14,0.33,1,0.44
HH_01954,Camp Alpha,10,Male,26-35,0.95,0.1,1,0.71
HH_01955,Camp Beta,3,Female,18-25,0.48,0.69,0,0.43
HH_01956,Camp Alpha,5,Female,26-35,0.92,0.03,0,0.43
HH_01957,Camp Beta,7,Male,51-65,0.46,0.5,0,0.4
HH_01958,Camp Alpha,2,Female,36-50,0.67,0.36,1,0.6
HH_01959,Camp Alpha,6,Male,36-50,0.91,0.23,1,0.69
HH_01960,Camp Alpha,3,Female,36-50,0.73,0.2,0,0.38
HH_01961,Camp Gamma,5,Female,26-35,0.8,0.46,0,0.51
HH_01962,Camp Beta,3,Female,36-50,0.47,0.49,0,0.36
HH_01963,Camp Alpha,10,Female,51-65,0.59,0.54,0,0.5
HH_01964,Camp Gamma,7,Female,26-35,0.71,0.55,0,0.52
HH_01965,Camp Alpha,8,Male,26-35,0.79,0.31,1,0.69
HH_01966,Camp Alpha,4,Female,36-50,0.98,0.14,0,0.47
HH_01967,Camp Gamma,9,Male,36-50,0.04,0.39,0,0.22
HH_01968,Camp Gamma,8,Male,51-65,0.39,0.34,1,0.54
HH_01969,Camp Gamma,8,Male,51-65,0.69,0.37,0,0.47
HH_01970,Camp Alpha,9,Male,26-35,0.68,0.5,0,0.51
HH_01971,Camp Gamma,5,Male,26-35,0.63,0.72,0,0.52
HH_01972,Camp Alpha,7,Female,36-50,0.4,0.15,0,0.28
HH_01973,Camp Alpha,10,Female,65+,0.62,0.22,0,0.41
HH_01974,Camp Gamma,8,Female,36-50,0.24,0.79,0,0.41
HH_01975,Camp Beta,2,Male,36-50,0.13,0.86,0,0.33
HH_01976,Camp Beta,1,Female,26-35,0.64,0.9,0,0.54
HH_01977,Camp Alpha,7,Female,26-35,0.5,0.25,0,0.35
HH_01978,Camp Alpha,4,Female,26-35,0.74,0.2,0,0.4
HH_01979,Camp Alpha,3,Female,26-35,0.74,0.45,0,0.46
HH_01980,Camp Gamma,10,Female,36-50,0.26,0.46,1,0.54
HH_01981,Camp Alpha,9,Male,36-50,0.83,0.43,0,0.55
HH_01982,Camp Beta,1,Female,26-35,0.53,0.83,1,0.67
HH_01983,Camp Alpha,8,Female,65+,0.83,0.04,0,0.42
HH_01984,Camp Beta,3,Male,26-35,0.21,0.83,1,0.56
HH_01985,Camp Alpha,10,Male,26-35,0.7,0.53,0,0.54
HH_01986,Camp Alpha,10,Male,51-65,0.47,0.49,0,0.43
HH_01987,Camp Gamma,3,Male,36-50,0.59,0.2,0,0.33
HH_01988,Camp Beta,3,Male,51-65,0.29,0.8,0,0.39
HH_01989,Camp Beta,7,Female,36-50,0.25,0.57,0,0.34
HH_01990,Camp Beta,8,Female,36-50,0.8,0.84,0,0.65
HH_01991,Camp Beta,1,Female,51-65,0.59,0.68,0,0.45
HH_01992,Camp Alpha,9,Female,26-35,0.49,0.1,1,0.52
HH_01993,Camp Beta,4,Male,18-25,0.5,0.5,0,0.39
HH_01994,Camp Beta,10,Male,36-50,0.37,0.77,0,0.48
HH_01995,Camp Beta,5,Female,26-35,0.23,0.78,0,0.38
HH_01996,Camp Beta,1,Male,36-50,0.78,0.63,0,0.51
HH_01997,Camp Alpha,7,Other,36-50,0.8,0.26,1,0.67
HH_01998,Camp Beta,1,Male,26-35,0.42,0.62,0,0.36
HH_01999,Camp Gamma,3,Female,18-25,0.45,0.31,0,0.3
HH_02000,Camp Gamma,4,Male,26-35,0.48,0.25,1,0.51
HH_02001,Camp Gamma,3,Female,18-25,0.2,0.15,0,0.15
HH_02002,Camp Alpha,4,Female,36-50,0.77,0.34,0,0.45
HH_02003,Camp Gamma,2,Male,51-65,0.3,0.78,1,0.57
HH_02004,Camp Gamma,7,Female,18-25,0.27,0.7,1,0.59
HH_02005,Camp Beta,8,Female,26-35,0.48,0.88,0,0.54
HH_02006,Camp Alpha,2,Female,65+,0.72,0.27,0,0.39
HH_02007,Camp Alpha,4,Female,36-50,0.87,0.49,0,0.54
HH_02008,Camp Alpha,3,Female,51-65,0.42,0.3,0,0.29
HH_02009,Camp Gamma,10,Female,18-25,0.45,0.35,0,0.39
HH_02010,Camp Beta,8,Other,51-65,0.21,0.82,0,0.41
HH_02011,Camp Alpha,7,Female,51-65,0.68,0.34,0,0.44
HH_02012,Camp Beta,9,Female,26-35,0.42,0.66,0,0.46
HH_02013,Camp Alpha,7,Other,51-65,0.79,0.28,0,0.47
HH_02014,Camp Alpha,2,Female,26-35,0.69,0.12,0,0.33
HH_02015,Camp Beta,3,Male,36-50,0.63,0.54,1,0.64
HH_02016,Camp Alpha,3,Male,26-35,0.34,0.43,0,0.3
HH_02017,Camp Beta,7,Female,18-25,0.55,0.64,0,0.48
HH_02018,Camp Beta,2,Female,51-65,0.42,0.56,0,0.36
HH_02019,Camp Alpha,3,Male,36-50,0.92,0.41,0,0.52
HH_02020,Camp Beta,10,Female,36-50,0.6,0.68,0,0.54
HH_02021,Camp Alpha,6,Female,26-35,0.89,0.49,0,0.56
HH_02022,Camp Alpha,3,Male,26-35,0.73,0.37,1,0.63
HH_02023,Camp Gamma,6,Female,18-25,0.75,0.1,0,0.39
HH_02024,Camp Beta,2,Other,18-25,0.18,0.65,0,0.29
HH_02025,Camp Beta,8,Female,51-65,0.43,0.9,0,0.52
HH_02026,Camp Gamma,10,Female,18-25,0.12,0.18,0,0.2
HH_02027,Camp Alpha,5,Male,36-50,0.7,0.17,0,0.38
HH_02028,Camp Gamma,8,Male,65+,0.71,0.78,0,0.6
HH_02029,Camp Beta,7,Male,26-35,0.4,0.88,1,0.69
HH_02030,Camp Alpha,3,Female,36-50,0.58,0.18,0,0.32
HH_02031,Camp Gamma,5,Other,26-35,0.07,0.35,1,0.38
HH_02032,Camp Gamma,8,Female,36-50,0.24,0.2,1,0.44
HH_02033,Camp Gamma,1,Male,26-35,0.28,0.73,1,0.54
HH_02034,Camp Beta,7,Female,26-35,0.27,0.77,0,0.41
HH_02035,Camp Beta,1,Male,26-35,0.54,0.85,0,0.48
HH_02036,Camp Beta,2,Male,36-50,0.11,0.8,0,0.3
HH_02037,Camp Alpha,7,Male,18-25,0.71,0.63,0,0.54
HH_02038,Camp Gamma,3,Female,26-35,0.62,0.72,1,0.69
HH_02039,Camp Alpha,5,Male,26-35,0.89,0.22,0,0.47
HH_02040,Camp Gamma,1,Female,51-65,0.27,0.43,1,0.45
HH_02041,Camp Alpha,4,Male,26-35,0.5,0.31,0,0.33
HH_02042,Camp Alpha,4,Male,36-50,0.71,0.12,0,0.36
HH_02043,Camp Alpha,1,Male,36-50,0.83,0.03,1,0.55
HH_02044,Camp Gamma,10,Female,36-50,0.47,0.23,1,0.56
HH_02045,Camp Alpha,2,Male,26-35,0.71,0.4,0,0.42
HH_02046,Camp Gamma,2,Male,18-25,0.38,0.89,1,0.64
HH_02047,Camp Alpha,4,Male,18-25,0.68,0.34,0,0.41
HH_02048,Camp Beta,3,Female,51-65,0.28,0.44,0,0.27
HH_02049,Camp Gamma,2,Female,65+,0.78,0.73,0,0.55
HH_02050,Camp Alpha,1,Female,51-65,0.36,0.37,0,0.27
HH_02051,Camp Gamma,3,Other,26-35,0.48,0.57,1,0.59
HH_02052,Camp Alpha,4,Female,51-65,0.54,0.19,0,0.31
HH_02053,Camp Gamma,3,Female,26-35,0.55,0.43,1,0.58
HH_02054,Camp Beta,6,Female,51-65,0.16,0.92,0,0.4
HH_02055,Camp Gamma,9,Male,36-50,0.37,0.74,1,0.66
HH_02056,Camp Beta,8,Female,26-35,0.39,0.84,0,0.49
HH_02057,Camp Alpha,10,Female,26-35,0.68,0.15,0,0.42
HH_02058,Camp Gamma,2,Male,36-50,0.77,0.12,0,0.36
HH_02059,Camp Alpha,2,Female,26-35,0.59,0.16,0,0.3
HH_02060,Camp Gamma,5,Male,51-65,0.51,0.51,1,0.61
HH_02061,Camp Beta,10,Female,26-35,0.61,0.78,1,0.78
HH_02062,Camp Gamma,7,Male,26-35,0.5,0.7,1,0.68
HH_02063,Camp Gamma,6,Male,36-50,0.12,0.64,0,0.3
HH_02064,Camp Gamma,2,Female,26-35,0.29,0.14,1,0.38
HH_02065,Camp Gamma,8,Male,18-25,0.52,0.44,0,0.42
HH_02066,Camp Beta,10,Male,26-35,0.57,0.7,0,0.54
HH_02067,Camp Beta,6,Female,18-25,0.04,0.96,1,0.56
HH_02068,Camp Beta,8,Male,36-50,0.66,0.78,1,0.78
HH_02069,Camp Beta,9,Male,36-50,0.85,0.73,0,0.65
HH_02070,Camp Gamma,4,Female,26-35,0.69,0.21,0,0.38
HH_02071,Camp Beta,6,Male,36-50,0.76,0.66,0,0.56
HH_02072,Camp Beta,10,Other,18-25,0.32,0.9,1,0.7
HH_02073,Camp Gamma,2,Male,51-65,0.46,0.69,1,0.61
HH_02074,Camp Gamma,2,Other,65+,0.43,0.34,0,0.29
HH_02075,Camp Gamma,6,Other,26-35,0.41,0.58,0,0.4
